,Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
924,79,24,2,2,0,4.26,1,0,82,284.8625062809567
925,73,27,2,1,55,4.27,2,1,50,216.06019585156733
926,32,16,0,2,80,4.78,2,0,11,39.37370119886104
927,22,10,0,2,5,4.44,2,1,129,471.7821019342959
928,35,19,2,2,45,4.99,0,0,159,508.6730024657942
929,24,10,1,1,79,4.3,3,0,24,95.11851081754354
930,67,31,0,0,64,3.62,3,0,169,735.1444900755255
931,100,73,2,2,95,3.98,3,1,100,456.60307303079816
932,66,16,2,2,94,4.52,2,0,34,122.24187517858556
933,96,36,2,1,57,4.06,1,1,139,599.8171406236374
934,60,8,2,1,68,4.84,2,1,144,438.5186068324803
935,92,31,0,2,54,3.91,3,1,148,516.1330392078827
936,92,49,2,2,9,4.23,1,1,89,397.4831040703401
937,56,37,2,2,27,4.12,0,1,68,317.8400260939533
938,88,71,0,1,42,4.87,0,1,109,330.78364034759613
939,87,47,0,2,6,4.54,2,1,162,743.3166378180009
940,85,6,1,0,92,4.11,0,0,73,274.1712773124912
941,98,54,0,1,34,4.57,1,1,113,462.4075929220183
942,28,14,0,1,24,4.2,0,0,147,533.0802632142761
943,36,9,1,2,22,3.51,3,1,37,143.2178421949143
944,20,8,1,2,38,4.82,3,1,155,574.9456425421428
945,94,36,0,1,41,4.57,2,0,76,215.741761640662
946,94,82,1,0,48,4.92,2,1,20,129.7685299495176
947,70,7,2,1,13,4.09,0,0,117,321.0007657787772
948,90,71,1,1,37,3.51,2,1,32,172.59277503910292
949,42,10,2,2,56,4.01,3,1,95,455.20978516158993
950,44,18,1,0,88,3.67,3,1,50,199.8397440906976
951,60,16,1,1,28,3.91,1,0,105,281.0970650985199
952,26,5,0,2,7,4.75,0,1,140,413.54800185803066
953,79,13,0,1,6,4.63,0,0,38,134.09432585149492
954,26,8,0,0,65,3.58,3,1,89,378.50396161301137
955,62,7,2,2,2,4.71,2,1,28,162.05358553352147
956,42,16,0,0,33,3.63,2,0,166,513.1161277813304
957,57,16,2,1,0,3.95,0,0,97,308.6385554813678
958,33,13,0,0,34,4.78,2,0,66,239.08854651007988
959,22,10,0,1,26,4.97,2,0,170,562.1650160715976
960,67,44,2,1,27,4.69,2,0,129,467.0198948894929
961,62,15,1,2,15,4.28,3,0,73,327.43334173812747
962,95,49,0,1,92,4.27,3,1,99,332.0936161256213
963,61,36,2,2,72,4.64,3,1,109,457.0853188522962
964,48,12,0,2,25,4.26,3,0,180,552.8162271192283
965,93,59,0,1,30,4.11,0,1,89,281.0521288708149
966,59,18,2,0,67,3.86,2,0,98,288.3451530321269
967,95,73,2,1,20,3.59,1,1,138,666.8242060496077
968,71,33,1,1,4,4.88,1,1,109,436.0192372930386
969,20,7,1,0,71,3.83,2,1,51,248.22030676592635
970,23,7,2,0,96,3.97,0,1,165,493.2338839519256
971,80,69,1,2,94,4.44,3,0,74,291.5110820764234
972,58,10,2,0,51,4.27,3,1,138,459.0606514814432
973,71,25,2,0,72,4.46,1,0,169,603.9358824371426
974,69,26,0,0,48,4.28,1,1,175,502.6040622268877
975,89,54,1,0,48,4.38,0,0,24,74.78832688768996
976,84,62,2,2,52,4.61,0,0,29,126.23081147979764
977,98,61,2,2,91,4.28,3,0,95,319.94237960548924
978,95,25,2,0,26,3.62,2,0,81,207.61291922267668
979,79,29,0,2,29,4.22,3,0,99,304.74417790488224
980,82,10,2,2,97,4.43,3,0,177,481.7658793191911
981,87,5,0,0,6,3.76,1,0,28,83.3353748167845
982,83,35,0,0,3,4.32,3,1,116,513.6451022177532
983,47,9,0,1,5,4.81,3,1,178,561.374877548703
984,34,7,2,2,54,4.71,3,1,149,516.51117285383
985,26,13,0,1,14,4.19,2,0,174,666.4286805847338
986,88,7,0,0,11,3.64,3,1,130,573.2085393656391
987,57,26,0,1,92,3.8,1,1,67,283.7979251507492
988,45,17,0,2,67,4.7,0,0,15,66.78323718712389
989,82,26,2,0,35,4.71,2,0,114,289.2390324634591
990,54,39,0,0,88,4.59,1,0,42,147.42638660593482
991,95,24,1,0,79,3.5,0,0,130,552.2304431046015
992,63,31,1,2,2,3.81,1,1,160,632.5601419476765
993,43,18,2,0,58,4.22,1,0,156,494.7452574847764
994,33,14,1,1,87,4.81,1,1,17,118.98653335805044
995,33,23,2,0,24,4.21,2,1,11,91.38952597435124
996,84,29,2,1,92,4.55,2,1,94,424.1559867017463
997,44,6,1,0,80,4.13,3,1,40,157.36483032789283
998,53,27,1,1,78,3.63,3,1,58,279.09504825213924
999,78,63,0,0,14,4.21,0,0,147,655.065105532243
