,Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
759,82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207
760,95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772
761,27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4824
762,94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779
763,66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795
764,40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553932
765,56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538
766,54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142
767,46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093
768,65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002859
769,96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960776
770,47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423
771,20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075
772,94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.4957596
773,52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153
774,71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983737
775,46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586998
776,53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758
777,26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612
778,100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.3128535
779,74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083399
780,53,5,Rural,Gold,100,4.46,Night,Premium,33,179.1708197
781,75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.1858826
782,44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748869
783,76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.0857364
784,88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.6569323
785,54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185
786,49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336
787,25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392
788,36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240757
789,42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811
790,29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131346
791,52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.8468058
792,37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345484
793,91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063
794,29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846
795,62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023565
796,69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.6630441
797,32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771
798,78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.012665
799,53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.4884285
800,60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.7772865
801,97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064
802,87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586
803,74,20,Rural,Silver,68,4.36,Night,Economy,32,119.5940733
804,90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.5727707
805,21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343799
806,70,35,Urban,Silver,35,4.9,Night,Premium,108,418.8153495
807,37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.2131028
808,30,11,Rural,Gold,93,3.56,Night,Premium,155,701.1414725
809,64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.7296675
810,40,23,Urban,Silver,6,3.96,Night,Economy,178,528.6080729
811,28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.0384386
812,85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.3312643
813,92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193
814,93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360145
815,36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.154098
816,94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273
817,27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782
818,86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736
819,22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.0345436
820,95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089
821,99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329086
822,22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.12977
823,100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131
824,61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042
825,33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.068157
826,39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896359
827,37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122
828,95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028
829,28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918
830,66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834015
831,60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627
832,94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612505
833,63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.4130123
834,38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.1079368
835,35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.6423939
836,83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52613
837,62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.8349333
838,88,48,Urban,Gold,52,4.52,Night,Economy,92,230.8325858
839,68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106727
840,84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098039
841,40,10,Urban,Regular,60,3.87,Night,Premium,79,293.1981343
842,93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.0830688
843,57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888885
844,67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872512
845,68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555
846,38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588
847,49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.2811193
848,98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.3912054
849,47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542
850,27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224038
851,59,29,Urban,Regular,68,4.4,Night,Premium,88,286.0589701
852,56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552
853,50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811779
854,93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564
855,46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.7698468
856,56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798101
857,37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.5029774
858,85,58,Urban,Regular,85,4.1,Night,Premium,92,351.7702933
859,27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371
860,44,16,Rural,Silver,31,3.96,Night,Premium,122,395.378157
861,75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103068
862,21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404
863,42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383
864,25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095
865,67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.67500136
866,29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.4639216
867,100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843
868,37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.4493927
869,31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661864
870,49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.0184088
871,42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715
872,61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.1636548
873,24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.408046
874,20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805
875,22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896
876,98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278
877,30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879
878,32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668
879,22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388199
880,62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178
881,51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924
882,85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292
883,28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738
884,93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164472
885,36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.0297998
886,80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.754418
887,60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.7246625
888,97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213878
889,53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979
890,79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.809573
891,44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900767
892,34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.35562
893,55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701657
894,49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069202
895,72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368
896,72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.9466151
897,99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374
898,21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765
899,50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.914142
900,61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.9161858
901,24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960084
902,31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.7686221
903,35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874039
904,74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511
905,94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497972
906,44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870735
907,84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476554
908,27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999
909,59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.0422383
910,82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259565
911,24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.6098548
912,84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.9937068
913,52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586
914,38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026
915,26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714773
916,61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431448
917,87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198
918,98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242
919,24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822
920,44,8,Urban,Gold,43,3.82,Night,Economy,86,233.5066238
921,71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037338
922,91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819
923,32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167601
924,79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625063
925,73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.0601959
926,32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.3737012
927,22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019
928,35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730025
929,24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851082
930,67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444901
931,100,73,Urban,Silver,95,3.98,Night,Premium,100,456.603073
932,66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.2418752
933,96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406
934,60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068
935,92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392
936,92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831041
937,56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400261
938,88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.7836403
939,87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378
940,85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773
941,98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929
942,28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632
943,36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178422
944,20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425
945,94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.7417616
946,94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299
947,70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007658
948,90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.592775
949,42,10,Urban,Silver,56,4.01,Night,Premium,95,455.2097852
950,44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397441
951,60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970651
952,26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.5480019
953,79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.0943259
954,26,8,Rural,Gold,65,3.58,Night,Premium,89,378.5039616
955,62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.0535855
956,42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161278
957,57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385555
958,33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.0885465
959,22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650161
960,67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198949
961,62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.4333417
962,95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161
963,61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853189
964,48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271
965,93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521289
966,59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.345153
967,95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.824206
968,71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192373
969,20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.2203068
970,23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.233884
971,80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110821
972,58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606515
973,71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824
974,69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622
975,89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832689
976,84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.2308115
977,98,61,Urban,Silver,91,4.28,Night,Economy,95,319.9423796
978,95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.6129192
979,79,29,Rural,Silver,29,4.22,Night,Economy,99,304.7441779
980,82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793
981,87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.33537482
982,83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022
983,47,9,Rural,Regular,5,4.81,Night,Premium,178,561.3748775
984,34,7,Urban,Silver,54,4.71,Night,Premium,149,516.5111729
985,26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286806
986,88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085394
987,57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979252
988,45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323719
989,82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390325
990,54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.4263866
991,95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431
992,63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419
993,43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452575
994,33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.9865334
995,33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597
996,84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867
997,44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.3648303
998,53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.0950483
999,78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.0651055
